slug,name,description,ministry,department,state,category,beneficiary_type,benefits,eligibility_text,application_process,documents_required,apply_url,official_url,eligibility_age_min,eligibility_age_max,eligibility_gender,eligibility_caste,eligibility_income_max,eligibility_residence,eligibility_state,eligibility_disability,eligibility_bpl,scraped_at
spafbgmt,Provide Assistance to Farmers Bringing Goods to Market Committees for Cost of Goods Transportation (Tribal),"The scheme ""Provide Assistance to Farmers Bringing Goods to Market Committees for Cost of Goods Transportation (Tribal)"" aims to encourage tribal farmers to bring their produce to market committees by providing financial assistance towards transportation costs.",,"Agriculture, Farmers Welfare and Cooperation Department",Gujarat,"Agriculture,Rural & Environment",Individual,"**Financial Assistance:** ₹500/- per tonne of agricultural produce transported. Assistance is available for up to 10 tonnes per farmer, which amounts to a maximum of ₹5,000/-.
<br>","1. The applicant should be a tribal farmer.
   1. The applicant should be residing in a tribal area of Gujarat.
   1. The applicant should bring their agricultural produce to a registered market committee (APMC) located in the tribal area.
   1. The applicant should be the owner or cultivator of the agricultural goods transported.

<br>

<br>","[Offline]
Step 1: The interested applicant should prepare the application on plain paper.
Step 2: In the application form, provide all the mandatory details, and attach copies of all the mandatory documents (self-attested, if required).
Step 3: Submit the duly filled and signed application form along with the supporting documents to the District Registrar's Office.
Step 4: Request a receipt or acknowledgement from the concerned authority to whom the application has been submitted.","Proof of Identity (Aadhaar Card, Voter ID, etc.).
Proof of Residence in a tribal area (Ration Card, Domicile Certificate, etc.
Farmer Registration Certificate or proof of ownership/cultivation.
Market Committee Receipt for produce sold.
Transport Invoice/Bill.
Bank Account Details (Passbook or Cancelled Cheque).
Any other documents as required.",https://mariyojana.gujarat.gov.in/Schemeatoz.aspx,https://www.myscheme.gov.in/schemes/spafbgmt,,,all,"[""ST""]",,both,"[""Gujarat""]",False,False,2026-07-05 10:04:36.311+00
pnaoif,Providing Navigational Aids and Other Infrastructure Facilities,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support fishermen by providing financial assistance for purchasing essential fishing equipment, life-saving gear, and infrastructure to enhance safety, efficiency, and fish preservation.",,"Agriculture, Farmers Welfare and Cooperation Department",Gujarat,"Agriculture,Rural & Environment",Individual,"<br>

**Name of Component**	**Standard of Assistance****Minimum Time Limit (in Years) for Reclaiming Benefits**Assistance to families of Pakistan captured fishermen		₹300/- per day per article	As per period in custody at PakistanLife saving equipment	Maximum ₹20,000/-	2 yearsAssistance to Pagdia fishermen	Maximum assistance of ₹7,200/- at 90% article of unit cost ₹8,000/-	3 yearsAssistance on purchase of 4 inch gillnet	Maximum ₹25,000/-	2 yearsAssistance to fish wholesalers and purchase of insulated boxes for boats	50% assistance of unit cost ₹15,000/- or actual expenditure incurred whichever is less is eligible.	3 years50 percent assistance on purchase of GPS	50 percent of the actual purchase price of the GPS or ₹20,000/- maximum assistance whichever is less.	3 yearsAssistance on purchase of value added machinery	50% of the actual expenditure or a maximum of ₹1,00,00,000/- whichever is less is eligible to be sanctioned.	Once in a lifetimeProcessing Plant Upgradation	50% of actual expenditure incurred or a maximum of ₹50,00,000/- whichever is less the assistance is admissible	Once in a lifetimeAssistance for establishment of ice plant and cold storage by private units, industrialists and others	50% of unit cost of ₹1,00,00,000/- subject to a maximum of ₹50,00,000/- or 50% of the cost of setting up ice plant and cold storage whichever is less is paid.	Once in a lifetimeAssistance to Fisheries Co-operative Societies by private units, entrepreneurs and others for setting up fish processing units	₹5,00,00,000/- maximum or 50 percent of the actual cost whichever is less	Once in a lifetimeAssistance for establishment of fish market	Metropolitan Municipality ₹3,00,00,000/- maximum, Municipal Corporation ₹1,50,00,000/- maximum, Gram Panchayat ₹50,00,000/- maximum	Once in a lifetimeRefrigerator van	50% of ₹10,00,000/- and maximum assistance of ₹5,00,000/- admissible	5 yearsAssistance on purchase of fiber rope	50% of the unit cost of ₹1,00,000/- i.e., ₹50,000/- is given as assistance3 yearsDeep freezer	50% of the unit cost of ₹1,00,000/- i.e., ₹50,000/- is given as assistance	3 years25 percent subsidy on purchase of new engines for marine fishing boats	25 percent of unit cost ₹14,00,000/- i.e ₹3,50,000/- assistance is provided.	Once in a lifetimeAssistance on purchase of two stroke/four stroke IBM/OBM	A maximum assistance of ₹60,000/- is given as per 50% of the unit cost of ₹1,20,000/-.	5 YearsAssistance on purchase of polypropylene rope for fishing boats	25% of the unit cost of ₹1,50,000/- or 25% of actual expenditure up to a maximum of ₹37,500/-	2 yearsJumbo Plastic Crate and Manual Handling for Marine Fishing Boats	1. Estimated price of jumbo plastic crate is ₹700/- per unit. 40 per cent of the unit cost of ₹700/- or 40 per cent of the actual cost for a fisherman beneficiary on purchase of 50 units per trawler boat gill netter and bucket netter and 50 units per deep-sea boat and 25 units per small boat. Maximum ₹280/- and for SC/ST/Females 60% of unit cost ₹700/- or 60% of actual expenditure maximum ₹420/- is given. 2) Estimated cost of material manually handling stacker is ₹1,50,000/- per unit. A general fisherman beneficiary will be assisted on purchase of 1 unit per trawler boat gill netter and bucket netter and deep-sea boat at a unit cost of ₹1,50,000/- per trawler boat gill netter and bucket netter and deep-sea boat. 60% of the unit cost of ₹1,50,000/- or 60% of the actual cost up to a maximum of ₹9,000/- is given on the purchase of 1 unit.3 yearsSupply of electric equipment to fishermen	Unit cost ₹15,000/- maximum or purchase price whichever is less Support and equipment for FRP boats. Assistance is provided for Solar Electric Lantern ₹3,500/- or purchase price whichever is less	5 YearsAssistance to fishing boats for hygienic toilets	Assistance is given on its unit cost of ₹15,000/- up to a maximum of ₹10,000/- or the actual expenditure incurred whichever is lower.	5 YearsAssistance on purchase of sea cage culture	75 percent of the estimated cost of the unit at ₹6,25,000/- lakh or purchase price whichever is lower (maximum ₹4,68,750/-) is eligible for assistance	Once in a lifetime<br>","- The applicant must be a native of Gujarat.
  - The applicant must own a registered fishing boat under [Real Craft Software](https://fishcraft.nic.in/web/new/index/public_login_registration.php) (registration is mandatory).  - The applicant must possess a valid fishing license.
  - The applicant must have a bank account in their name.
  - The applicant must have obtained in-principle approval to purchase of the floor plan.

&gt; **Note:** 

  - The assistance for infrastructure (cold storage, fish market) is available to private units, entrepreneurs, and fisheries cooperatives.","[Online]
Step 1: The applicant may visit and apply online at I-Khedut Portal: https://ikhedut.gujarat.gov.in/
Step 2: On the home page, click on ‘Schemes’ and then click on ‘Agricultural Schemes’.
Step 3: Now select the scheme, click on the ‘Apply’ button and an application page will open.
Step 4: Click on ""Apply New"" button and submit a new application.
Step 5: Click on the ""Update Application"" button to add corrections to the application.
Step 6: Once the application is done, confirm it.
Step 7: Take a print out of the confirmed application.
Step 8: Applicant can also check their Application Status/View/Print/Upload Application details from the below link: https://ikhedut.gujarat.gov.in/public/frm_Applicant_Corner.aspx 
Contact Us: Click here.","Identity Proof (Aadhaar Card, Voter ID).
Residence Proof (Domicile Certificate, Ration Card).
Bank Account Details (Passbook or Statement).
Fishing License.
Boat Registration Certificate (Real Craft software registered).
Purchase Invoice (for equipment or infrastructure).
Any other document if required.",https://agri.gujarat.gov.in/Home/SchemesDetailsPage?Id=KQBjMeZAUYtrIgvpebJ01g==&domain=qO9v1Yt1qFTmoiKMRXBpiA==,https://www.myscheme.gov.in/schemes/pnaoif,,,all,[],,both,"[""Gujarat""]",False,False,2026-07-05 09:48:53.804+00
qpsd,Quality Paddy Seed Distribution,The “Quality Paddy Seed Distribution” Scheme offers a subsidy of ₹5/- per kg on certified paddy seeds.,,Agriculture Department,Tamil Nadu,"Agriculture,Rural & Environment",Individual,"- **Financial Assistance:** ₹5/- per kg subsidy on certified paddy seeds.
&lt;br&gt;","- The beneficiary should be a Farmer.
  - The beneficiary should be a resident of Tamil Nadu.
  - The beneficiary must purchase certified paddy seeds from Agricultural Extension Centers.","[Offline]
Step 1: Collect the application form from the nearest Agricultural Office.
Step 2: Fill out the application form with the required details and attach mandatory documents (self-attested, if required). 
Step 3: Submit the form to the concerned office:
Village Level: Submit the application to the Assistant Agricultural Officer.Block Level: Submit to the Agricultural Officer or Deputy Agricultural Officer.District Level: Submit to the Joint Director of Agriculture.","Proof of identity (Aadhar card, Voter ID).
Land ownership documents or lease agreement.
Any other documents (if required).",https://www.tn.gov.in/scheme/data_view/19244,https://www.myscheme.gov.in/schemes/qpsd,,,all,[],,both,"[""Tamil Nadu""]",False,False,2026-07-05 10:02:57.778+00
qtrcap,Quality Test Report - Centre for Aromatic Plants,"The scheme aims to provide quality testing facilities at a subsidized rate to registered aromatic farmers, enabling them to obtain authentic quality reports for their produce or essential oils.",,Horticulture Department,Uttarakhand,"Agriculture,Rural & Environment",Individual,"Under this initiative, farmers receive a 50% discount on the quality testing fee for their produce/essential oil. The quality test report enables farmers to obtain a fair market price for their oil.
<br>","1. The applicant must be a resident of Uttarakhand.
   1. The farmer must be engaged in the cultivation of aromatic plants.
   1. The farmer must be registered with the Centre for Aromatic Plants (CAP), Selaqui, Dehradun.

<br>","[Offline]
Farmers must submit a sample of the oil they have produced to CAP along with the prescribed fee, after which a quality test report will be issued. It is mandatory for the farmer to visit the CAP office in person to submit the sample.","Documents are required as per the guidelines of the Centre for Aromatic Plants (CAP), Selaqui, Dehradun to avail the benefits of the scheme.",https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/qtrcap,,,all,[],,both,"[""Uttarakhand""]",False,False,2026-07-05 10:05:22.61+00
rad,Rainfed Area Development,"Rainfed Area Development (RAD) scheme was launched in 2014-15 to mainstream development of rainfed areas in a sustainable manner. It adopts an area-based approach, focuses on Integrated Farming System (IFS) for enhancing productivity and minimizing risks associated with climatic variability.",Ministry Of Agriculture and Farmers Welfare,Department of Agriculture & Farmers Welfare,Central,"Agriculture,Rural & Environment",Family,"The scheme targets to provide following benefits: 
1)	Enhanced agriculture productivity and overall remuneration in the rainfed areas.
2)	Risk mitigation against climatic stress such as droughts and heat stress and crop failure.
3)	Conservation of natural resources by soil fertility conservation, rainwater management, increased, etc.
4)	Capacity building of farmers in the domain of improved agronomic practices &amp; climate change mitigation.
5)	Extensive support for Extensive Livestock Systems (health care, breeding, drinking water, fodder in commons, etc.)
6)	Integrated value chain support systems to realize growth potential in pulses, millets and oilseeds-based farming production systems including infrastructure and processing facilities – focus on local markets.
7)	Monetary support of ₹30,000/- per family for adoption of integrated farming systems.
<br>",All farmers are eligible under the scheme.,"[Offline]
Step 01: Interested beneficiaries can get in touch with the District / Block Agriculture Officer to enquire about village/cluster’s eligibility for the scheme.
Step 02: If found eligible, the proposal will be forwarded to the State Level Sanctioning Committee (SLSC) chaired by Chief Secretary for consideration.
Step 03: Based on the approval of the SLSC, the project will be rolled out by the state government or state government appointed Project Promoter / Implementing agency.","1)	Aadhar Number
2)	Land Documents
3)	Bank Details
4)	Photographs
The specific documents for availing the benefits of the program may vary depending on the type of intervention and the state. It is recommended to consult with the relevant authorities for detailed information on documents to be submitted.",https://agriwelfare.gov.in/sites/default/files/RAD_Operational_Guidelines.pdf,https://www.myscheme.gov.in/schemes/rad,,,all,[],,both,"[""All""]",False,False,2026-07-05 10:08:13.406+00
rggbkmny,Rajiv Gandhi Gramin Bhoomihin Krishi Majdoor Nyay Yojana,"The state government has started the ""Rajiv Gandhi Landless Agricultural Laborer Justice Scheme"" with a view to providing strength to farmers.",,Revenue and Disaster Department,Chhattisgarh,"Agriculture,Rural & Environment",Individual,"Under the scheme, an amount of Rs.7000/- per year will be provided as a grant-in-aid in installments to the head of the eligible identified beneficiary family. 
The grant-in-aid amount will be made by Direct Benefit Transfer (DBT) directly into the bank account of the head of the identified empaneled household.","1. Original residents of Chhattisgarh.
   1. Landless agricultural laborer families residing in Gram Panchayat and Nagar Panchayat areas 
   1. Under the landless agricultural laborer families of Gram Panchayat / Nagar Panchayat area, such as shepherd, carpenter, blacksmith, cobbler, barber, washerman, priest - families associated with Pauni - Pasari system, forest produce collectors and other categories will also be eligible, if that family does not have agricultural land.
   1. Persons who worship in the places of worship of tribals in rural and urban areas of Scheduled Areas, who are known by the names of Pujari / Baiga / Guniya / Manjhi etc. Baja Moharia will be eligible under the scheme despite holding agricultural land. But those families of this class who are receiving periodic allowance/financial assistance from the government in other schemes will not be eligible.","[Online]
First of all, the beneficiary will have to register on the portal of Rajiv Gandhi Rural Landless Agricultural Laborer Justice Scheme to avail the benefits.
Attaching the photocopy of the Aadhaar card, and bank passbook along with the application form will be presented before the secretary of the Gram Panchayat.
It is mandatory to mention the mobile number in the application form.
After submitting the application, the panchayat secretary will provide the acknowledgment of contribution to the applicant.
The said application will be submitted by the Gram Panchayat Secretary to the other concerned office.
The said application will be entered into the portal. The said application will be scrutinized by the concerned revenue officers.
In case the application form is found correct, the applicant will be informed through SMS And as per the rules, the scheme amount will be transferred to the applicant's account.

[Offline]
Download the application form.
Application form priest / Baiga / Guniya / Manjhi / Haat Paharia / Baja Mahoria of the scheduled area. 
The beneficiary family will have to submit the application along with necessary documents like an Aadhaar number, and a photocopy of the bank passbook to the Secretary of Gram Panchayat in Gram Panchayat areas and Chief Municipal Officer of Nagar Panchayat in Nagar Panchayat areas. 
The persons worshiping in the place of worship of the tribals, who are known by the names of Pujari / Baiga / Gunia / Manjhi etc., located in the municipality under the Scheduled Area, and the applications of Haat Pahariya and Baja Moharia of the place of worship of the tribals, to the Chief Municipal Officer, Will apply before the Municipality / Nagar Panchayat. 
The mobile number also mentioned in the application.","Aadhar card.
Photo.
Mobile number.
Permanent residence certificate.
Bank Passbook.",https://rggbkmny.cg.nic.in/downloads/Rggbkmny_Form.pdf,https://www.myscheme.gov.in/schemes/rggbkmny,,,all,[],,both,"[""Chhattisgarh""]",False,False,2026-07-05 10:09:49.553+00
rgkny,Rajiv Gandhi Kisan Nyay Yojana,"Rajiv Gandhi Kisan Nyay Yojana is a scheme of the Government of Chhattisgarh for the farmers. This scheme was launched on 21 May 2020, on the death anniversary of Rajiv Gandhi.",,Agriculture Development and Farmer Welfare and Bio-Technology Department,Chhattisgarh,"Agriculture,Rural & Environment",Individual,"- Maximum amount of 10000/- per acre will be paid to the farmers planting paddy and maize through debit in installments.
- The fixed FRP amount for sugarcane crop will be paid through DBT to farmers at the rate of Rs. 93.75 /- quintal i.e. maximum amount of 355 /- per quintal.","1. The applicant must be a resident of Chhattisgarh state.
1. The applicant should be a marginal farmer, small farmer or large farmer.
1. The age of the applicant should be above 18 years.
1. Farmers of all categories of landowners and forest lease holders are eligible to get the benefits of the scheme.","[Offline]
First farmer have to visit the official website and download the application form.
Fill out the application form with required details.
Attach required documents (1. Loan Book,  2. B-1, 3. Bank Passbook, 4. Aadhaar).
Submit the application to Rural Agriculture Extension Officer (RAEO) for verification.
RAEO forward the application for registration. 
Information about acceptance/rejection of application will be given to the farmer through SMS. After registration each farmer will be given a unique ID.","Loan Book.
B-1.
Bank Passbook.
Aadhaar.",https://kisan.cg.nic.in/assets/files/FarmerRegistrationForm_UFP.pdf,https://www.myscheme.gov.in/schemes/rgkny,18.0,,all,[],,both,"[""Chhattisgarh""]",False,False,2026-07-05 09:53:21.538+00
rgkssy,Rajiv Gandhi Krishak Sathi Sahayta Yojana,"The Rajiv Gandhi Krishak Sathi Sahayta Yojana offers financial support to farmers, farmworkers, and market laborers who are accidentally injured or killed while working in agriculture or at agricultural markets.",,Agriculture Department,Rajasthan,"Agriculture,Rural & Environment",Individual,"> **The following financial assistance will be provided by the government to farmers and people doing agriculture related work:-**

<br>

SituationRelief fundIn case of death in an accident₹2,00,000/-.By cutting off any part of both hands, both legs, or both eyes separately.₹50,000/-In case of coma due to spinal cord fracture and head injury.₹50,000/-De-scalping of hair on the head of a man or woman₹40,000/-In case of partial de-scalping (small part) of hair on the head of a man or a woman.₹25,000/-In case of amputation of a body part like a hand, leg, eye, paw, arm etc.₹25,000/-Having four fingers amputated (completely or partially)₹20,000/-Three fingers cut₹15,000/-Two fingers were cut off₹10,000/-Having a finger cut₹5,000/-Hammal/Paledar/Laborer working in the market premises gets fractured in an accident while doing agricultural/marketing work in the market premises.₹10,000/-One testicle is severed₹25,000/-When two testicles are separated₹40,000/- <br>","1. The Farmers/agricultural laborers of the state.
1. The workers hold licenses from the market committee.","[Online]
RegistrationStep-1: Applicant have to visit the official portal. 
Step-2: Click on the option “Register”.
Step-3: Then you will be redirected to the SSO registration page. The registration page will appear with the following options.
  Citizen
Step-4: Choose the either one option from  the Jan Aadhaar Or Google to process further.
Jan Aadhaar : Enter the Jan Aadhaar number, click on the ‘Next’ button,
Select your name, the name of the head of the family and all the other members and 
Click on the ‘Send OTP’ button. Enter the ‘OTP’ and 
Click on the ‘Verify OTP’ button to Complete the registration. 
Google : Enter the Gmail ID, click on the ‘Next’ button, 
Enter the password.
A new link appear on screen, now click on the new SSO link.
SSO id will appear on the screen, now create the password.
Enter Mobile number, click on registration.
Step-5: Submit.
ApplyStep-1: Applicant have to visit the official portal. 
Step-2: After login, dashboard will open.
Step-3: Click on “ RAJ-KISAN ” option. 
Step-4: In ""Farmer"", click on ""Application Entry Request"".
Step-5: Enter the ""Bhamashah ID"" or ""Janaadhaar ID"" and search.  
Step-6: Select the person name and scheme name. 
Step-7: Complete the Aadhaar Authentication and click on Get details. 
Step-8: Provide the required details.
            - Pensioner Details.
            - Bank Details.
            - Disability Details.
            - Verification Details.
            - Upload Documents.
Step-9: Submit.","A medical officer's certificate required
FIR Report
Death Report
Post-mortem report
Certificate from the government doctor in case of a poisonous animal bite or camel bite.
Provision for payment to be made on the Panchnama also under the signature of the Government Doctor.",https://rajkisan.rajasthan.gov.in/Rajkisanweb/Kisan#,https://www.myscheme.gov.in/schemes/rgkssy,,,all,[],,both,"[""Rajasthan""]",False,False,2026-07-05 10:02:01.827+00
rduvy,Rajya Dairy Udhyamita Vikas Yojna,"The ""Rajya Dairy Udhyamita Vikas Yojna"", under the Animal Husbandry Department of Chhattisgarh, aims to promote dairy entrepreneurship among youth. With the increasing demand for milk and dairy products, the scheme supports high-breed cow/buffalo rearing as a profitable business.",,Animal Husbandary Department,Chhattisgarh,"Agriculture,Rural & Environment",Individual,"**Dairy Unit Grant Details**
**1. Financial Assistance for Dairy Units**

- **Eligible Animals:** Indian dairy breeds (Sahiwal, Red Sindhi, Gir, Tharparkar, etc.), advanced crossbreed cows, and high-breed buffaloes.- **Maximum Limit:** Financial support for up to two milch animals.- **Total Finance Cost:** ₹1,40,000/- (₹70,000/- per animal, including three years of insurance).
**2. Subsidy Details**
**For General Category Beneficiaries:**

- 50% subsidy on the actual cost, up to ₹70,000/- per unit.
- For SC/ST Beneficiaries: 66.6% subsidy, up to ₹93,200/- per unit.

**Note:** Unit cost per animal is based on the Government of India’s guidelines (Letter No. F 1-1/2009-DP, dated 02 May 2018).","1. The applicant should be a resident of Chhattisgarh for at least five years.
1. The applicant should be purchase a maximum of two milch animals under the scheme.
1. The applicant should be entitled to 50% subsidy (up to ₹70,000/-) for general category and 66.6% subsidy (up to ₹93,200/-) for SC/ST category.
1. The applicant should be responsible for any additional costs beyond the scheme’s provisions, with no subsidy provided for the excess amount.
1. The applicant should ensure that the purchased animal is in milk production, not older than five years, and capable of producing at least 10 liters of milk per day at the time of purchase.
1. The applicant should have the animal insured for a minimum period of three years (total five years recommended) at the time of unit setup.
1. The applicant should be a landless, small or marginal farmer, BPL family member, milk co-operative society member, village resident on a milk collection route, Garva Yojana beneficiary, women SHG member, or an existing dairy farmer, as they will receive priority.
1. The applicant should be the only eligible beneficiary from a joint family.
1. The applicant should not own at least two high-breed dairy animals at the time of applying for the scheme.","[Offline]
Registration of Application:
Applications will be registered at the development block-level institution (Veterinary Hospital / Artificial Insemination Centre / Main Village Block).
The prescribed register will record Date, Financial Year, Institution Name, and Registration Date.
Submission of Application:
Applications must be submitted in the prescribed form at the nearest veterinary institution, such as a veterinary dispensary, artificial insemination sub-centre, main village unit, veterinary hospital, or artificial insemination centre within the development block.
Verification and Forwarding:
After registration at the block level, applications will be sent to the departmental district office for verification.
Bank-linked applications will be verified and forwarded to banks, with details maintained in official records.","Identity Card
Chhattisgarh Domicile Certificate
Caste Certificate
Address Verification Document
Details of the unit establishment location
Project Report
Proof of funds in case of self-financing
Insurance Documents 
Bank Account Details
Vaccination Certificate for the purchased livestock.
Address & Identity Proof of the applicant.
Existing dairy farmers must provide photographs of dairy animals and dairy units.
Contract Form signed by the beneficiary & two witnesses (commitment to operate the unit for at least 5 years).",https://agriportal.cg.nic.in/ahd/PDF_common/BeneficiaryForm/RDUVY_2019_Application_Form_204.pdf,https://www.myscheme.gov.in/schemes/rduvy,,,all,[],,both,"[""Chhattisgarh""]",False,False,2026-07-05 10:19:54.24+00
rssvyeggmdy,Rajya Samekit Sahkari Vikas Yojana - Ganga Gaay Mahila Dairy Yojana,"The scheme aims to promote dairy entrepreneurship among women, Scheduled Castes, Scheduled Tribes, and general category members of cooperative societies by providing financial assistance through subsidies and loans for the purchase of milch cows and buffaloes.",,Dairy Development Department,Uttarakhand,"Agriculture,Rural & Environment, Women and Child",Individual,"***The following benefits are provided to members of milk-producing cooperative societies for purchasing cows or buffaloes::***
**For members of the general category:**

- A grant of 50% and a loan of 40% is approved through the District Cooperative Bank for the establishment of a unit of 2, 3, and 5 dairy animals (including animal purchase, insurance, transportation expenses, cattle shed, milk van, etc.), and the remaining 10% is borne by the beneficiary.
- The dairy department will provide a grant of ₹80,000 for 2 animals, ₹1,23,250 for 3 animals, and ₹2,03,625 for 5 animals.

**For Scheduled Caste, Scheduled Tribe and women members (of any caste):**

- For the establishment of units for 2, 3 and 5 dairy animals (covering animal purchase, insurance, transportation, cattle shed including calf, milk van, etc.), a 75% grant and a 25% loan are approved through the District Cooperative Bank. 
- The dairy department will provide funds of ₹1,20,000/- for 2 animals, ₹1,84,875/- for 3 animals, and ₹3,05,438/- for 5 animals. 
- A minimum of 2 animals must be purchased, and taking a loan is mandatory to receive the subsidy.

<br>","1. The applicant must be a resident of Uttarakhand.
1. The applicant must be a member of a milk-producing cooperative society. (Individuals who are not currently members can become eligible by joining a cooperative society.)
1. The applicant must belong to the General, Scheduled Caste, Scheduled Tribe, or Women category.
1. The applicant must intend to purchase cows (with a minimum milk yield of 12 liters per day) or buffaloes (with a minimum milk yield of 10 liters per day).
1. The applicant must purchase animals from outside the state.
1. The applicant must purchase a minimum of two (2) animals.
1. To avail of the subsidy, it is mandatory to take a loan for the purchase of milch animals.

<br>","[Offline]
It is mandatory for the applicant to be a member of the society. Any member above 18 years of age in the concerned Gram Panchayat or rural area can obtain membership by depositing a ₹25.00 membership fee with the nearest society secretary and receiving a receipt. It is not necessary to be a cattle rearer to become a member.
The application form can be obtained from the milk cooperative society or the nearest district cooperative bank. The form must be submitted along with Aadhaar card, bank account details, caste certificate, cooperative society membership number (if applicable), and movable/immovable property or land certificate. If the above documents are not available, two guarantors who are members of the milk society must be provided.
If a loan has been taken from any institution, its details along with the number of animals to be acquired must be submitted to the milk cooperative society. The Society Secretary certifies the application. The Manager/Chief Manager of the Milk Producers Cooperative Union Ltd. and the Assistant Director of Dairy provide recommendations after scrutiny.
After receiving the recommendations, the application is submitted to the bank. Once the bank verifies all documents, the loan is approved according to the beneficiary’s eligibility, and the loan amount is disbursed to the beneficiary’s account.
Upon receiving the funds, the Dairy Cooperative Society/Dairy Department’s Purchase Society informs the beneficiary and accompanies them to purchase animals from department-listed dairy farms outside the state. The Purchase Society selects and purchases the animals, inspects their health, and delivers them to the owner’s home. The owner does not have to pay any money to departmental personnel.
If the beneficiary is not satisfied with the animals from the listed firm, they must notify the relevant District Manager in writing. After receiving permission, the Purchase Society will provide animals from an alternative source outside the state.","Aadhaar card
Bank account details
Caste certificate (if applicable)
Cooperative society membership number (if applicable)
Movable/immovable property or land certificate (if applicable)
Two guarantors (if required)
Loan details, if any
Other supporting documents as required",https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/rssvyeggmdy,,,all,"[""SC"",""ST"",""General""]",,both,"[""Uttarakhand""]",False,False,2026-07-05 09:57:19.557+00
rrf,Ramalingaswami Re-Entry Fellowship,The Department of Biotechnology has instituted a scheme known as the “Ramalingaswami Re-Entry Fellowship”. The scheme is aimed at Indian Nationals who are working overseas in various fields of biotechnology and life sciences and are interested in taking up scientific research positions in India.,Ministry Of Science And Technology,Department Of Biotechnology,Central,Education & Learning,Individual,"**Strong research funding support:**

- ₹10 lakh annually for the first two years
- ₹7.5 lakh annually for the third and fourth years
- ₹5 lakh for the fifth year

1. Attractive consolidated fellowship of ₹1 lakh per month.
1. Additional ₹18,500 per month provided as HRA.
1. Annual institutional support of ₹50,000 as overhead charges.
1. Eligibility to seek additional research grants from Government of India science &amp; technology agencies.
1. Fellowship tenure of 5 years with the possibility of a 2-year extension in exceptional cases.
1. During the extension period, fellows continue to receive fellowship and HRA benefits.
1. Encourages independent research while allowing collaboration with a regular faculty member as Co-PI.

<br>","1. The Indian working in any area of life sciences &amp; biotechnology, bio-engineering, healthcare (human and animal), agriculture and veterinary biotechnology, bio-energy, and allied areas will be eligible to apply.
1. The applicant should possess a Ph.D/MD degree or equivalent in life sciences/ agriculture, bioinformatics, and allied areas or an M.Tech in engineering or technology/ medicine, etc. with at least three years of post-doctoral research experience in overseas research laboratories. 
1. Those who have already returned to India within one year of the closing date of the advertisement (two years for women candidates) are also eligible to apply; however, if they have secured a permanent position in India within this period then they are not eligible to apply.
1. Applicants should have a proven/outstanding track record as evidenced by research publications and recognitions.
1. In case a fellow joins a permanent position, the fellowship and HRA components of the scheme will be discontinued, however, he/she can avail the research grant component of the fellowship for the remaining tenure of the fellowship.
1. The upper age limit for applying is 45 years.
1. Once a candidate is selected for the fellowship, before the initiation of the fellowship, he/she would need to submit a two-member advisory committee comprising one member from his/her host institute and one from another institute in India or abroad from the area of his/her research. The advisory committee will mentor the research work of the fellow and suggest course correction, and their opinion/views regarding the progress of the fellow may also be sought by the committee, whenever required.","[Online]
Step 1: DBT will periodically advertise the Fellowship on the website of DBT India and on the website of the Regional Centre for Biotechnology and also in National Newspapers and Scientific Journals. 
Step 2: The applicants must register on the online portal, fill in complete information in the online application form and submit it before the closing date of the application.
Step 3: The online application form to be filled by the applicant comprises information pertaining to Personal Information, Academic Qualifications, Post-Doctoral Experience, Work Experience, Research Contribution, Referee Details, Proposed Research Work, and Proposed Host Institution.
Step 4: The committee constituted by the Department of Biotechnology will recommend the selection of the
candidates for the fellowship.
NOTE: The application shall be submitted in ONLINE mode only. The application form which has not been submitted through Online Portal shall not be accepted.","Date of Birth Proof
Copy of Passport (if applicable)
Doctoral Degree Certificate
Details of Research Contribution
Reprints of 5 Best Research Publications
Research Proposal detailing Proposed Research Work
Certificate by Host Institute
Letters of Recommendation
Undertaking from the applicant/ Statement from Current Employer (certifying that applicant is not in a permanent position in India) (if applicable)
Source: Regional Centre for Biotechnology",https://fellowships.gov.in/rrf-registration-2024-25/generate,https://www.myscheme.gov.in/schemes/rrf,,45.0,all,[],,both,"[""All""]",False,False,2026-07-05 09:59:13.56+00
